title,lyrics,image,contributors,translations,translation_count,verse,refrain,pre-chorus,chorus,post-chorus,bridge,outro,genius_popularity,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
back to december,"
i'm so glad you made time to see me
how's life? tell me, how's your family?
i haven't seen them in a while
you've been good, busier than ever
we small talk, work and the weather
your guard is up and i know why


because the last time you saw me
is still burned in the back of your mind
you gave me roses and i left them there to die

so, this is me swallowing my pride
standing in front of you saying, ""i'm sorry for that night""
and i go back to december all the time
it turns out freedom ain't nothing but missing you
wishing i'd realized what i had when you were mine
i go back to december, turn around and make it alright
i go back to december all the time


these days, i haven't been sleeping
staying up, playing back myself leaving
when your birthday passed and i didn't call
and i think about summer, all the beautiful times
i watched you laughing from the passenger side
and realized i loved you in the fall


and then the cold came, the dark days
when fear crept into my mind
you gave me all your love and all i gave you was goodbye


so, this is me swallowing my pride
standing in front of you, saying, ""i'm sorry for that night""
and i go back to december all the time
it turns out freedom ain't nothing but missing you
wishing i'd realized what i had when you were mine
i go back to december, turn around and change my own mind
i go back to december all the time
you might also like
i miss your tan skin, your sweet smile
so good to me, so right
and how you held me in your arms that september night
the first time you ever saw me cry
maybe this is wishful thinking
probably mindless dreaming
but if we loved again, i swear i'd love you right
i'd go back in time and change it, but i can't
so, if the chain is on your door, i understand


but this is me swallowing my pride
standing in front of you, saying, ""i'm sorry for that night""
and i go back to december
it turns out freedom ain't nothing but missing you
wishing i'd realized what i had when you were mine
i go back to december, turn around and make it alright
i go back to december, turn around and change my own mind
i go back to december all the time


all the time81embed",https://images.genius.com/fcb0e47a5e27f575dc30b5f2d3c9f36a.300x300x1.jpg,92,Español,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,136.0,speak now,2010-10-25,3.0,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,13.0,293040.0
run,"
one, two, three, four


give me the keys, i'll bring the car back around
we shouldn't be in this town
and my so-called friends, they don't know
i'd drive away before i let you go
so give me a reason and don't say no, no
there's a chain 'round your throat, piece of paper where i wrote
""i'll wait for you""
there's a key on the chain, there's a picture in a frame
take it with you

and run, like you'd run from the law
darling, let's run
run from it all
we can go where our eyes can take us
go where no one else is, run
ooh, we'll run
ooh, we'll run
ooh, we'll run


so you laugh like a child
and i'll sing like no one cares
no one to be, no one to tell
i could see this view a hundred times
pale blue sky reflected in your eyes
so give me a reason and don't say no, no
and the note from the locket, you keep it in your pocket
since i gave it to you
there's a heart on your sleeve
i'll take it when i leave
and hold it for you


and run, like you'd run from the law
darling, let's run
run from it all
we can go like they're trying to chase us
go where no one else is, run
ooh, we'll run
ooh, we'll run
ooh, we'll run
you might also like
there's been this hole in my heart
this thing was a shot in the dark
say you'll never let 'em tear us apart
and i'll hold onto you while we run (and we run, and we run, and we run)


like you'd run from the law (and we run, and we run, and we run)
darling, let's run (and we run, and we run, and we run)
run from it all (and we run, and we run, and we run)
we can go where our eyes can take us (and we run, and we run, and we run)
go where no one else is, run (and we run, and we run, and we run)
ooh, we'll run (and we run, and we run, and we run)
ooh, we'll run (and we run, and we run, and we run)
ooh, we'll run (and we run, and we run, and we run)
ooh, and we'll run26embed",https://images.genius.com/7809d535eef0145a98d1ef1d5fbe4391.300x300x1.jpg,60,СрпскиFrançaisEspañolPortuguêsTaylor Swift -,5.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,137.0,red,2021-11-12,28.0,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,0.443,70.0,240226.0
mean,"
you, with your words like knives
and swords and weapons that you use against me
you have knocked me off my feet again
got me feeling like i'm nothing
you, with your voice like nails on a chalkboard
calling me out when i'm wounded
you, pickin' on the weaker man


well, you can take me down
with just one single blow
but you don't know what you don't know

someday, i'll be livin' in a big old city
and all you're ever gonna be is mean
someday, i'll be big enough so you can't hit me
and all you're ever gonna be is mean
why you gotta be so mean?


you, with your switching sides
and your wildfire lies and your humiliation
you have pointed out my flaws again
as if i don't already see them
i walk with my head down, trying to block you out
'cause i'll never impress you
i just wanna feel okay again


i bet you got pushed around
somebody made you cold
but the cycle ends right now
'cause you can't lead me down that road
and you don't know what you don't know


someday, i'll be livin' in a big old city
and all you're ever gonna be is mean
someday, i'll be big enough so you can't hit me
and all you're ever gonna be is mean
why you gotta be so mean?
you might also like
and i can see you years from now in a bar
talking over a football game
with that same big, loud opinion
but nobody's listening
washed up and ranting about the same old bitter things
drunk and grumblin' on about how i can't sing
but all you are is mean


all you are is mean
and a liar, and pathetic
and alone in life, and mean
and mean, and mean, and mean


but someday, i'll be livin' in a big old city
and all you're ever gonna be is mean
yeah, someday, i'll be big enough so you can't hit me
and all you're ever gonna be is mean
why you gotta be so mean?
someday, i'll be livin' in a big old city
(why you gotta be so mean?)
and all you're ever gonna be is mean
(why you gotta be so mean?)
someday, i'll be big enough so you can't hit me
(why you gotta be so mean?)
and all you're ever gonna be is mean
why you gotta be so mean?40embed",https://images.genius.com/fcb0e47a5e27f575dc30b5f2d3c9f36a.300x300x1.jpg,72,SvenskaPortuguêsEspañol,3.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,138.0,speak now,2010-10-25,6.0,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,14.0,237746.0
how you get the girl,"
oh, oh, oh
oh, oh, oh
oh-oh, oh-oh


stand there like a ghost
shaking from the rain, rain
she'll open up the door and say, ""are you insane?""
say it's been a long six months
and you were too afraid to tell her what you want, want

and that's how it works
that's how you get the girl
and then, you say


i want you for worse or for better
i would wait forever and ever
broke your heart, i'll put it back together
i would wait forever and ever
and that's how it works
that's how you get the girl, girl (oh-oh, oh)
and that's how it works
that's how you get the girl, girl


remind her how it used to be, be, yeah-yeah
with pictures in frames of kisses on cheeks, cheeks
tell her how you must have lost your mind, ooh-ooh
when you left her all alone
and never told her why, why


and that's how it works
that's how you lost the girl
and now, you say
you might also like
i want you for worse or for better
i would wait forever and ever (ever and ever)
broke your heart, i'll put it back together
i would wait forever and ever
and that's how it works
that's how you get the girl, girl (oh-oh, oh-oh)
and that's how it works
that's how you get the girl, girl
yeah, yeah


and you know
oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
that i don't want you to go, oh, oh


remind me how it used to be
pictures in frames of kisses on cheeks
and say you want me, yeah-yeah
and then you say


i want you for worse or for better (worse or for better)
i would wait forever and ever (ever and ever)
broke your heart, i'll put it back together
i want you forever and ever (i would wait forever and ever)
and that's how it works
that's how you get the girl, girl (this is how it works)
and that's how it works
that's how you get the girl, girl (get the girl)
(that's how it works)
and that's how it works
that's how you get the girl, girl
(oh, oh, oh, oh, oh, oh, oh, oh, oh, oh)
and that's how it works
that's how you get the girl, girl
(oh, oh, oh, oh, oh, oh, oh, oh, oh, oh)

and that's how it works
that's how you got the girl121embed",https://images.genius.com/da08ff60b6becc4fc1eaa3412338d18f.300x300x1.png,63,FrançaisEspañolPortuguês,3.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,140.0,1989,2014-10-27,10.0,0.00461,0.764,0.66,0.00477,0.0915,-6.136,0.0494,119.988,0.524,55.0,247533.0
the lucky one,"
new to town with a made-up name
in the angel's city, chasing fortune and fame
and the camera flashes make it look like a dream
you had it figured out since you were in school
everybody loves pretty, everybody loves cool
so overnight, you look like a sixties queen


another name goes up in lights
like diamonds in the sky

and they’ll tell you now, you’re the lucky one
yeah, they’ll tell you now, you’re the lucky one
but can you tell me now, you’re the lucky one?
oh, oh, oh


now, it’s big black cars and riviera views
and your lover in the foyer doesn’t even know you
and your secrets end up splashed on the news front page
and they tell you that you’re lucky, but you’re so confused
'cause you don’t feel pretty, you just feel used
and all the young things line up to take your place


another name goes up in lights
you wonder if you’ll make it out alive


and they’ll tell you now, you’re the lucky one
yeah, they’ll tell you now, you’re the lucky one
but can you tell me now, you’re the lucky one?
oh, oh, oh


it was a few years later, i showed up here
and they still tell the legend of how you disappeared
how you took the money and your dignity and got the hell out
they say you bought a bunch of land somewhere
chose the rose garden over madison square
and it took some time, but i understand it now
you might also like
'cause now my name is up in lights
but i think you got it right


let me tell you now, you’re the lucky one
let me tell you now, you’re the lucky one
let me tell you now, you’re the lucky one, oh, oh, oh
and they’ll tell you now, you’re the lucky one
yeah, they’ll tell you now, you’re the lucky one
and they’ll tell you now, you’re the lucky one, oh, oh, oh
oh, whoa, oh, oh32embed",https://images.genius.com/341214eeb78c133a8170a932919a66aa.300x300x1.png,75,Português,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,142.0,red,2021-11-12,13.0,0.066,0.686,0.571,0.0,0.0608,-7.138,0.05,117.889,0.538,66.0,240466.0
the moment i knew,"
you should've been there
should've burst through the door
with that ""baby, i'm right here"" smile
and it would've felt like
a million little shining stars had just aligned
and i would've been so happy


christmas lights glisten
i've got my eye on the door
just waiting for you to walk in
but the time is ticking
people ask me how i've been
as i comb back through my memory
how you said you'd be here
you said you'd be here

and it was like slow motion
standing there in my party dress
in red lipstick
with no one to impress
and they're all laughing
as i'm looking around the room
but there was one thing missing
and that was the moment i knew


and the hours pass by
now i just wanna be alone
but your close friends always seem to know
when there's something really wrong
so they follow me down the hall
and there in the bathroom
i try not to fall apart
and the sinking feeling starts
as i say hopelessly
""he said he'd be here""


and it was like slow motion
standing there in my party dress
in red lipstick
with no one to impress
and they're all laughing
and asking me about you
but there was one thing missing (missing)
and that was the moment i knew
you might also like
what do you say
when tears are streaming down your face
in front of everyone you know?
and what do you do
when the one who means the most to you
is the one who didn't show?


you should've been here
and i would've been so happy


and it was like slow motion
standing there in my party dress
in red lipstick
with no one to impress
and they're all standing around me, singing
""happy birthday to you""
but there was one thing missing
and that was the moment i knew
oh-oh-oh-oh-oh-oh-oh, i knew
oh-oh-oh-oh-oh-oh-oh


you called me later
and said, ""i'm sorry i didn't make it""
and i said, ""i'm sorry, too""
and that was the moment i knew21embed",https://images.genius.com/0611cfc055df712e859e13c094714643.300x300x1.jpg,49,EspañolPortuguês,2.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,143.0,red,2021-11-12,17.0,0.0494,0.636,0.402,0.0,0.107,-7.855,0.031,125.952,0.208,65.0,285280.0
sparks fly,"
the way you move is like a full on rainstorm and i'm a house of cards
you're the kind of reckless that should send me runnin'
but i kinda know that i won't get far
and you stood there in front of me, just close enough to touch
close enough to hope you couldn't see what i was thinkin' of


drop everything now, meet me in the pouring rain
kiss me on the sidewalk, take away the pain
'cause i see sparks fly whenever you smile
get me with those green eyes, baby, as the lights go down
give me something that'll haunt me when you're not around
'cause i see sparks fly whenever you smile

my mind forgets to remind me you're a bad idea
you touch me once and it's really somethin'
you find i'm even better than you imagined i would be
i'm on my guard for the rest of the world
but with you, i know it's no good
and i could wait patiently, but i really wish you would


drop everything now, meet me in the pouring rain
kiss me on the sidewalk, take away the pain
'cause i see sparks fly whenever you smile
get me with those green eyes, baby, as the lights go down
give me something that'll haunt me when you're not around
'cause i see sparks fly whenever you smile


i run my fingers through your hair and watch the lights go wild
just keep on keepin' your eyes on me, it's just wrong enough to make it feel right
and lead me up the staircase, won't you whisper soft and slow?
i'm captivated by you, baby, like a firework show


drop everything now, meet me in the pouring rain
kiss me on the sidewalk (ah-ah), take away the pain
'cause i see sparks fly whenever you smile
get me with those green eyes, baby, as the lights go down
give me something that'll haunt me when you're not around
'cause i see sparks fly whenever you smile
you might also like
and the sparks fly
oh, baby, smile
and the sparks fly43embed",https://images.genius.com/fcb0e47a5e27f575dc30b5f2d3c9f36a.300x300x1.jpg,49,EspañolСрпскиFrançais,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,144.0,speak now,2010-10-25,2.0,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,16.0,260946.0
the last time,"
find myself at your door
just like all those times before
i’m not sure how i got there
all roads, they lead me here
i imagine you are home
in your room, all alone
and you open your eyes into mine
and everything feels better


and right before your eyes
i'm breaking, no past
no reasons why
just you and me

this is the last time i'm asking you this
put my name at the top of your list
this is the last time i'm asking you why
you break my heart in the blink of an eye (eye, eye)


you find yourself at my door
just like all those times before
you wear your best apology
but i was there to watch you leave
and all the times i let you in
just for you to go again
disappear when you come back
everything is better


and right before your eyes
i'm aching, run fast
nowhere to hide
just you and me


this is the last time i'm asking you this
put my name at the top of your list
this is the last time i'm asking you why
you break my heart in the blink of an eye (eye, eye)
you might also like


this is the last time you tell me i've got it wrong
this is the last time i say it's been you all along
this is the last time i let you in my door
this is the last time, i won't hurt you anymore
oh-ho, oh-ho, oh-ho, oh-ho
oh-ho, oh-ho, oh-ho, oh-ho

this is the last time i'm asking you this
put my name at the top of your list
this is the last time i'm asking you why
you break my heart in the blink of an eye


this is the last time i'm asking you this (this is the last time i'm asking you this)
put my name at the top of your list (put my name at the top of your list)
this is the last time i'm asking you why (this is the last time i'm asking you why)
you break my heart in the blink of an eye (you break my heart)

this is the last time i'm asking you, last time i'm asking you
last time i'm asking you this
this is the last time i'm asking you, last time i'm asking you
last time i'm asking you this
this is the last time i'm asking you, last time i'm asking you
last time i'm asking you this
this is the last time i'm asking you, last time i'm asking you
last time i'm asking you this31embed",https://images.genius.com/602a721e2d153a37307ba4667f79af9a.300x300x1.jpg,50,EspañolPortuguês,2.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,145.0,red,2021-11-12,10.0,0.0399,0.502,0.534,0.0,0.0977,-5.954,0.0278,94.05,0.155,69.0,299080.0
picture to burn,"
state the obvious, i didn't get my perfect fantasy
i realize you love yourself more than you could ever love me
so, go and tell your friends that i'm obsessive and crazy
that's fine, you won't mind if i say
by the way


i hate that stupid old pickup truck you never let me drive
you're a redneck heartbreak who's really bad at lyin'
so, watch me strike a match on all my wasted time
as far as i'm concerned, you're just another picture to burn

there's no time for tears, i'm just sittin' here planning my revenge
there's nothing stoppin' me from goin' out with all of your best friends
and if you come around sayin' sorry to me
my daddy's gonna show ya how sorry you'll be


'cause i hate that stupid old pickup truck you never let me drive
you're a redneck heartbreak who's really bad at lyin'
so, watch me strike a match on all my wasted time
as far as i'm concerned, you're just another picture to burn


and if you're missing me, you'd better keep it to yourself
'cause coming back around here would be bad for your health


'cause i hate that stupid old pickup truck you never let me drive
you're a redneck heartbreak who's really bad at lyin'
so, watch me strike a match on all my wasted time
in case you haven't heard
i really, really hate that stupid old pickup truck you never let me drive
you're a redneck heartbreak who's really bad at lyin'
so, watch me strike a match on all my wasted time
as far as i'm concerned, you're just another picture to burn
you might also like
burn, burn, burn, baby, burn
you're just another picture to burn
baby, burn31embed",https://images.genius.com/5d882614c1902d9f4ed44847dac82537.300x300x1.jpg,53,AfrikaansEspañol,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,146.0,fearless,2008-11-11,18.0,0.0803,0.661,0.859,0.0,0.0926,-2.445,0.0315,105.583,0.802,10.0,173333.0
innocent,"
i guess you really did it this time
left yourself in your war path
lost your balance on a tightrope
lost your mind trying to get it back


wasn't it easier in your lunchbox days?
always a bigger bed to crawl into
wasn't it beautiful when you believed in everything
and everybody believed in you?

it's alright, just wait and see
your string of lights are still bright to me, oh
who you are is not where you've been
you're still an innocent
you're still an innocent


did some things you can't speak of
but at night, you live it all again
you wouldn't be shattered on the floor now
if only you had seen what you know now then


wasn't it easier in your firefly-catching days?
when everything out of reach
someone bigger brought down to you
wasn't it beautiful running wild 'til you fell asleep
before the monsters caught up to you?


it's alright, just wait and see
your string of lights are still bright to me, oh
who you are is not where you've been
you're still an innocent
it's okay, and life is a tough crowd
thirty-two and still growing up now
who you are is not what you did
you're still an innocent
you might also like
time turns flames to embers
you'll have new septembers
every one of us has messed up, too, ooh
minds change like the weather
i hope you remember
today is never too late to be brand new, oh


it's alright, just wait and see
your string of lights is still bright to me, oh
who you are is not where you've been
you're still an innocent
it's okay, and life is a tough crowd
thirty-two and still growing up now
who you are is not what you did
you're still an innocent
you're still an innocent


lost your balance on a tightrope, oh
it's never too late to get it back31embed",https://images.genius.com/d04f0a5d76810e4bc7c6d5f8e261bd91.300x300x1.jpg,69,,0.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,147.0,speak now,2010-10-25,11.0,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,7.0,302266.0
fifteen,"
you take a deep breath and you walk through the doors
it's the mornin' of your very first day
you say hi to your friends you ain't seen in a while
try and stay out of everybody's way
it's your freshman year and you're gonna be here
for the next four years in this town
hopin' one of those senior boys will wink at you and say
""you know, i haven't seen you around before""


'cause when you're fifteen and somebody tells you they love you
you're gonna believe them
and when you're fifteen, feelin' like there's nothin' to figure out
well, count to ten, take it in
this is life before you know who you're gonna be
fifteen

you sit in class next to a redhead named abigail
and soon enough, you're best friends
laughin' at the other girls who think they're so cool
we'll be outta here as soon as we can
and then, you're on your very first date and he's got a car
and you're feelin' like flyin'
and your mama's waitin' up and you're thinkin' he's the one
and you're dancin' 'round your room when the night ends
when the night ends


'cause when you're fifteen and somebody tells you they love you
you're gonna believe them
and when you're fifteen and your first kiss
makes your head spin 'round
but in your life, you'll do things greater than
dating the boy on the football team
but i didn't know it at fifteen


when all you wanted was to be wanted
wish you could go back and tell yourself what you know now
back then, i swore i was gonna marry him someday
but i realized some bigger dreams of mine
and abigail gave everything she had
to a boy who changed his mind
and we both cried
you might also like
'cause when you're fifteen and somebody tells you they love you
you're gonna believe them
and when you're fifteen, don't forget to look before you fall
i've found time can heal most anything
and you just might find who you're supposed to be
i didn't know who i was supposed to be
at fifteen


la-la-la, la-la-la, la-la-la-la
la-la-la, la-la-la, la-la-la-la
la-la-la, la-la-la


your very first day
take a deep breath, girl
take a deep breath as you walk through the doors43embed",https://images.genius.com/026c5c3f1618d0b001cc2a09bbcdc3cd.300x300x1.jpg,67,EspañolPortuguês,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,148.0,fearless,2021-04-09,2.0,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,0.289,68.0,294419.0
sad beautiful tragic,"
long handwritten note deep in your pocket
words, how little they mean when you're a little too late
i stood right by the tracks, your face in a locket
good girls, hopeful they'll be and long they will wait


we had a beautiful magic love there
what a sad, beautiful, tragic love affair


in dreams, i meet you in warm conversation
we both wake in lonely beds, different cities
and time is taking its sweet time erasing you
and you've got your demons, and darling, they all look like me

'cause we had a beautiful magic love there
what a sad, beautiful, tragic love affair


distance, timing
breakdown, fighting
silence, the train runs off its tracks
kiss me, try to fix it
could you just try to listen?
hang up, give up
and for the life of us we can't get back


a beautiful, magic love there
what a sad, beautiful, tragic
beautiful, tragic, beautiful


what we had, a beautiful magic love there
what a sad, beautiful, tragic, love affair
we had a beautiful magic love there
what a sad, beautiful, tragic love affairyou might also like20embed",https://images.genius.com/341214eeb78c133a8170a932919a66aa.300x300x1.png,61,EspañolPortuguêsFrançais,3.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,149.0,red,2021-11-12,12.0,0.622,0.601,0.406,9.19e-05,0.133,-11.827,0.0275,130.059,0.232,68.0,284773.0
the way i loved you,"
he is sensible and so incredible
and all my single friends are jealous
he says everything i need to hear and it's like
i couldn't ask for anything better
he opens up my door and i get into his car
and he says you look beautiful tonight
and i feel perfectly fine


but i miss screaming and fighting and kissing in the rain
and it's 2am and i'm cursing your name
you're so in love that you act insane
and that's the way i loved you
breaking down and coming undone
it's a roller coaster kind of rush
and i never knew i could feel that much
and that's the way i loved you

he respects my space
and never makes me wait
and he calls exactly when he says he will
he's close to my mother
talks business with my father
he's charming and endearing
and i'm comfortable


but i miss screaming and fighting and kissing in the rain
it's 2am and i'm cursing your name
you're so in love that you acted insane
and that's the way i loved you
breaking down and coming undone
it's a roller coaster kind of rush
and i never knew i could feel that much
and that's the way i loved you


he can't see the smile i'm faking
and my heart's not breaking
'cause i'm not feeling anything at all
and you were wild and crazy
just so frustrating
intoxicating, complicated
got away by some mistake and now
you might also like
i miss screaming and fighting and kissing in the rain
it's 2am and i'm cursing your name
i'm so in love that i acted insane
and that's the way i loved you
breaking down and coming undone
it's a roller coaster kind of rush
and i never knew i could feel that much
and that's the way i loved you, oh, oh


and that's the way i loved you, oh, oh
never knew i could feel that much
and that's the way i loved you16embed",https://images.genius.com/026c5c3f1618d0b001cc2a09bbcdc3cd.300x300x1.jpg,45,EspañolPortuguês,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,150.0,fearless,2021-04-09,10.0,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,0.472,80.0,243136.0
ours,"
elevator buttons and morning air
strangers' silence makes me want to take the stairs
if you were here, we'd laugh about their vacant stares
but right now, my time is theirs
seems like there's always someone who disapproves
they'll judge it like they know about me and you
and the verdict comes from those with nothing else to do
the jury's out, but my choice is you


so don't you worry your pretty little mind
people throw rocks at things that shine
and life makes love look hard
the stakes are high, the water's rough
but this love is ours

you never know what people have up their sleeves
ghosts from your past gonna jump out at me
lurking in the shadows with their lip gloss smiles
but i don't care, 'cause right now, you're mine
and you'll say


don't you worry your pretty little mind
people throw rocks at things that shine
and life makes love look hard
the stakes are high, the water's rough
but this love is ours


and it's not theirs to speculate if it's wrong and
your hands are tough, but they are where mine belong and
i'll fight their doubt and give you faith with this song for you
'cause i love the gap between your teeth
and i love the riddles that you speak
and any snide remarks from my father about your tattoos
will be ignored, 'cause my heart is yours


so don't you worry your pretty little mind
people throw rocks at things that shine
and life makes love look hard
don't you worry your pretty little mind
people throw rocks at things that shine
but they can't take what's ours
they can't take what's ours
the stakes are high, the water's rough
but this love is oursyou might also like20embed",https://images.genius.com/0daa1a2176bd62243c429ac5cee7553a.300x300x1.jpg,34,,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,151.0,speak now,2010-10-25,15.0,0.537,0.608,0.569,0.0,0.097,-7.227,0.0284,159.845,0.238,60.0,237920.0
fearless,"
there's something 'bout the way
the street looks when it's just rained
there's a glow off the pavement, you walk me to the car
and you know i wanna ask you to dance right there
in the middle of the parking lot, yeah
oh, yeah


we're driving down the road, i wonder if you know
i'm trying so hard not to get caught up now
but you're just so cool, run your hands through your hair
absentmindedly making me want you

and i don't know how it gets better than this
you take my hand and drag me head first, fearless
and i don't know why but with you, i'd dance
in a storm in my best dress, fearless


so, baby, drive slow 'til we run out of road
in this one horse town, i wanna stay right here
in this passenger's seat
you put your eyes on me
in this moment now, capture it, remember it


'cause i don't know how it gets better than this
you take my hand and drag me head first, fearless
and i don't know why but with you, i'd dance
in a storm in my best dress, fearless


well, you stood there with me in the doorway
my hands shake, i'm not usually this way but
you pull me in and i'm a little more brave
it's the first kiss, it's flawless, really something
it's fearless
oh, yeah
you might also like
'cause i don't know how it gets better than this
you take my hand and drag me head first, fearless
and i don't know why but with you, i'd dance
in a storm in my best dress, fearless
'cause i don't know how it gets better than this
you take my hand and drag me head first, fearless
and i don't know why but with you, i'd dance
in a storm in my best dress, fearless


oh, oh
oh, yeah38embed",https://images.genius.com/026c5c3f1618d0b001cc2a09bbcdc3cd.300x300x1.jpg,42,EspañolPortuguêsFrançais,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,152.0,fearless,2021-04-09,1.0,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,0.43,75.0,241591.0
i almost do,"
i bet this time of night, you’re still up
i bet you’re tired from a long hard week
i bet you’re sittin' in your chair by the window
looking out at the city, and i bet
sometimes, you wonder 'bout me


and i just wanna tell you
it takes everything in me not to call you
and i wish i could run to you
and i hope you know that
every time i don’t, i almost do, i almost do

i bet you think i either moved on or hate you
‘cause each time you reach out, there’s no reply
i bet it never, ever occurred to you
that i can’t say hello to you and risk another goodbye


and i just wanna tell you
it takes everything in me not to call you
and i wish i could run to you
and i hope you know that
every time i don’t, i almost do, i almost do


oh, we made quite a mess, babe
it’s probably better off this way
and i confess, babe
in my dreams, you’re touching my face
and asking me if i want to try again with you
and i almost do


and i just wanna tell you
it takes everything in me not to call you
and i wish i could run to you
and i hope you know that
every time i don’t, i almost do, i almost do
you might also like
i bet this time of night, you’re still up
i bet you’re tired from a long hard week
i bet you’re sittin' in your chair by the window
looking out at the city, and i hope
sometimes, you wonder 'bout me19embed",https://images.genius.com/341214eeb78c133a8170a932919a66aa.300x300x1.png,45,Português,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,153.0,red,2021-11-12,7.0,0.0167,0.511,0.559,0.0,0.113,-6.587,0.0264,145.88,0.248,67.0,244586.0
the very first night,"
i wish i could fly
i'd pick you up and we'd go back in time
i'd write this in the sky
i miss you like it was the very first night


and so it goes
every weekend, this same party
i never go alone
and i don't seem broken-hearted
my friends all say they know
everything i'm going through
i drive down different roads
but they all lead back to you

'cause they don't know about the night in the hotel
they weren't ridin' in the car when we both fell
didn't read the note on the polaroid picture
they don't know how much i miss you


i wish i could fly
i'd pick you up and we'd go back in time
i'd write this in the sky
i miss you like it was the very first night


and so it was
we never saw it coming
not trying to fall in love
but we did like children running
back then, we didn't know
we were built to fall apart
we broke the status quo
then we broke each other's hearts


but don't forget about the night out in l.a
dance in the kitchen, chase me down through the hallway
no one knows about the words that we whispered
no one knows how much i miss you
you might also like
i wish i could fly
i'd pick you up and we'd go back in time
i'd write this in the sky
i miss you like it was the very first night


take me away
take me away
take me away
to you, to you
take me away
take me away
take me away
to you, to you


i remember the night at the hotel
i was ridin' in the car when we both fell
i'm the one on the phone as you whisper
""do you know how much i miss you?""


i wish that we could go back in time
and i'd say to you
""i miss you like it was the very first night""

i wish i could fly
i'd pick you up and we'd go back in time
i'd write this in the sky
i miss you like it was the very first night


take me away
take me away
take me away
to you, to you
take me away
take me away
take me away
to you, to you31embed",https://images.genius.com/7809d535eef0145a98d1ef1d5fbe4391.300x300x1.jpg,92,MagyarFrançaisСрпскиTürkçeEspañolEnglishفارسی,5.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,154.0,red,2021-11-12,29.0,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,72.0,200280.0
teardrops on my guitar,"
drew looks at me
i fake a smile, so he won't see
that i want and i'm needing
everything that we should be


i'll bet she's beautiful, that girl he talks about
and she's got everything that i have to live without


drew talks to me
i laugh 'cause it's just so funny
that i can't even see
anyone when he's with me

he says he's so in love, he's finally got it right
i wonder if he knows he's all i think about at night


he's the reason for the teardrops on my guitar
the only thing that keeps me wishin' on a wishing star
he's the song in the car i keep singing, don't know why i do


drew walks by me
can he tell that i can't breathe?
and there he goes, so perfectly
the kind of flawless i wish i could be


she'd better hold him tight, give him all her love
look in those beautiful eyes and know she's lucky 'cause


he's the reason for the teardrops on my guitar
the only thing that keeps me wishin' on a wishing star
he's the song in the car i keep singing, don't know why i do


so, i'll drive home alone as i turn off the light
i'll put his picture down and maybe get some sleep tonight
you might also like
'cause he's the reason for the teardrops on my guitar
the only one who's got enough of me to break my heart
he's the song in the car i keep singing, don't know why i do


he's the time taken up, but there's never enough
and he's all that i need to fall into
drew looks at me
i fake a smile, so he won't see53embed",https://images.genius.com/138da401927f411706ae25804e3371ab.300x300x1.jpg,62,EspañolFrançaisAfrikaans,3.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,155.0,fearless,2008-11-11,15.0,0.017,0.513,0.547,0.00637,0.117,-6.289,0.0257,99.942,0.154,14.0,194720.0
